SKU;Brand;Nama Produk;Price List NFI;Harga Display;Harga Cost;Harga Organik;Kode;Alias SKU 1;Alias Nama 1;Alias SKU 2;Alias Nama 2;Alias SKU 3;Alias Nama 3;Alias SKU 4;Alias Nama 4;Produk 1;SKU Produk 1;PCS Produk 1;Price List NFI 1;Subtotal Produk 1;Harga Display 1;Harga Cost 1;Harga Organik 1;Produk 2;SKU Produk 2;PCS Produk 2;Price List NFI 2;Subtotal Produk 2;Harga Display 2;Harga Cost 2;Harga Organik 2;Produk 3;SKU Produk 3;PCS Produk 3;Price List NFI 3;Subtotal Produk 3;Harga Display 3;Harga Cost 3;Harga Organik 3;Produk 4;SKU Produk 4;PCS Produk 4;Price List NFI 4;Subtotal Produk 4;Harga Display 4;Harga Cost 4;Harga Organik 4;Produk 5;SKU Produk 5;PCS Produk 5;Price List NFI 5;Subtotal Produk 5;Harga Display 5;Harga Cost 5;Harga Organik 5;Produk 6;SKU Produk 6;PCS Produk 6;Price List NFI 6;Subtotal Produk 6;Harga Display 6;Harga Cost 6;Harga Organik 6;Produk 7;SKU Produk 7;PCS Produk 7;Price List NFI 7;Subtotal Produk 7;Harga Display 7;Harga Cost 7;Harga Organik 7;SKU Generate;Sub Brand;Parent Item;SKU Generate [0];Parent SKU;MP Tokopedia;MP Lazada;MP Blibli;MP Jdid;MP Bukalapak;MP Nutrimart;MP Eksklusif;MP Shopee;Alias Nama 5;Alias SKU 5;Alias Nama 6;Alias SKU 6;Alias Nama 7;Alias SKU 7
(B)2102501125;Bonus Produk;(FREE) Tropicana Slim Sweetener Honey 50 sachet;0.0;41100;0;0;G53;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sweetener Honey (50 Sch);;;;;;;;;;;;;;;;
1102101180;NS;NutriSari Jeruk Manis 500gr;36300.0;43600;36300;0;N13;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeruk Manis 500gr;;1102101180;;;;;;;;;;;;;;
1102101190;NS;NutriSari Jeruk Manis 750gr;52800.0;63400;52800;0;N14;1102101190(3);NutriSari Jeruk Manis (750 gr);;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeruk Manis 750gr;;1102101190;;;;;;;;;;;;;;
1101672318;W'dank;W'Dank Kopi Bajigur 10 sachet Renceng;8250.0;11880;8250;0;N15;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;W'Dank;W'Dank Bajigur Kopi (10 sch);;;;;;;;;;;;;;;;
1101909451;NS;NutriSari American Sweet Orange (10 Sch);10230.0;15500;10230;0;N23;N23;Nutrisari American Sweet Orange (10 Sachet);;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari American Sweet Orange (10 Sch);;1101909451;;;;;;;;;;;;;;
1101522326;NS;NutriSari Blewah (40 SCH);39600.0;56000;39600;0;N17;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Blewah (40 Sch);;;;;;;;;;;;;;;;
1101569326;NS;Nutrisari Jeruk Peras (40 Sch);40920.0;56000;40920;0;N18;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;Nutrisari Jeruk Peras (40 Sch);;1101569326;;;;;;;;;;;;;;
1101976451;NS;NutriSari Markisa (10 Sch);10230.0;15500;10230;0;N19;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Markisa (10 SCH);;;;;;;;;;;;;;;;
1101675318;W'dank;W'Dank Lokalate Kopi Durian 10 sachet Renceng;13200.0;17500;13200;0;N20;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;W'Dank;W'Dank Lokalate Kopi Durian (10 Sch);;;;;;;;;;;;;;;;
1101558017;NS;Nutrisari Jeruk Nipis (10 sch);13750.0;15500;13750;0;N21;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeruk Nipis (10 Sch);;;;;;;;;;;;;;;;
1101569451;NS;NutriSari Jeruk Peras (10 Sch);10230.0;15500;10230;0;N22;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Nutrisari;NutriSari Jeruk Peras (10 Sch);;1101569451;;;;;;;;;;;;;;
1101909331;NS;Nutrisari American Sweet Orange (40 Sch);40920.0;56000;40920;0;N16;;;PN23N1;Nutrisari American Sweet Orange (10 Sachet);;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;Nutrisari American Sweet Orange (40 Sch);;1101909331;;;;;;;;;;;;;;
1101907451;NS;NutriSari Florida Orange (10 Sch);10230.0;15500;10230;0;N24;1101907452;NutriSari Florida Orange (10 Sch);;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Florida Orange (10 Sch);;1101907451;;;;;;;;;;;;;;
1102070451;NS;NutriSari Lychee Tea (10 Sch);10230.0;15500;10230;0;N25;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Lychee Tea (10 Sch);;1102070451;;;;;;;;;;;;;;
1101573451;NS;NutriSari Yuzu Orange (10 Sch);10230.0;15500;10230;0;N26;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Yuzu Orange (10 Sch);;1101573451;;;;;;;;;;;;;;
1101572451;NS;Nutrisari Jeruk Jeju (10 sch) Renceng;10230.0;15500;10230;0;N27;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeju (10 Sch);;;;;;;;;;;;;;;;
1101558451;NS;Nutrisari Jeruk Nipis (10 sch) Renceng;10230.0;15500;10230;0;N28;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeruk Nipis (10 Sch);;;;;;;;;;;;;;;;
1101978451;NS;NutriSari Madu Lemon (10 Sch);10230.0;15500;10230;0;N29;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Madu Lemon (10 Sch);;1101978451;;;;;;;;;;;;;;
1101979451;NS;NutriSari Madu Kurma (10 Sch);10230.0;15500;10230;0;N30;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;Nutrisari Madu Kurma 10s;;;;;;;;;;;;;;;;
1101907331;NS;Nutrisari Florida Orange (40 Sch);40920.0;56000;40920;0;N31;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;Nutrisari Florida Orange (40 Sch);;1101907331;;;;;;;;;;;;;;
1101982451;NS;Nutrisari Madu Jeruk 10’s;10230.0;15500;10230;0;N32;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;Nutrisari Madu Jeruk (10 Sch);;;;;;;;;;;;;;;;
1101681318;W'dank;Lokalate Kopi Aren 10 sachet Renceng;13200.0;17500;13200;0;N33;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;W'Dank;W'Dank Lokalate Kopi Aren (10 Sch);;;;;;;;;;;;;;;;
1101677318;W'dank;W'Dank Bandrek 10 sachet Renceng;16500.0;17500;16500;0;N34;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;
1101182250;NS;NutriSari RTD Jeruk Madu 200 ml;4070.0;4900;4070;0;N35;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari Jeruk Madu 200ml (1 pc);;;;;;;;;;;;;;;;
1101672107;NS;W'Dank Kopi Bajigur 4 Sachet;8800.0;11900;8800;0;N10;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;W'dank;W'Dank Kopi Bajigur  4 Sachet;;;;;;;;;;;;;;;;
2101846355;HiLo;HiLo Coffee Milk Pillow Bag (2 sch);8800.0;10600;8800;0;H41;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;
2104402;TS;Tropicana Slim Minyak Jagung 946ml;67100.0;80500;67100;0;T1;21044021;Tropicana Slim Minyak Jagung (Botol 946ml) - JABODETABEK ONLY - ;749921002532;Tropicana Slim Corn Oil Bottle 946ml;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Merah;Tropicana Slim Minyak Jagung 946ml;;2104402;;;;;;;;;;;;;;
2104403;TS;Tropicana Slim Minyak Jagung 1lt;67100.0;80500;67100;0;T2;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Merah;Tropicana Slim Minyak Jagung 1lt;;2104403;;;;;;;;;;;;;;
2104405;TS;Tropicana Slim Minyak Kanola 946ml;57200.0;65800;57200;0;T3;2104405(4);TROPICANA SLIM MINYAK KANOLA;(S)2104405;Tropicana Slim Minyak Kanola 946ml;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Merah;Tropicana Slim Minyak Kanola 946ml;;2104405;;;;;;;;;;;;;;
2152051;TS;Tropicana Slim Nutty Chocolate Cookies 200gr;36300.0;43600;36300;0;T4;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Nutty Chocolate Cookies 200gr;;2152051;;;;;;;;;;;;;;
2101000195;TS;Tropicana Slim Milk Skim Original 1kg;176000.0;211200;176000;0;T5;2101000195(4);Tropicana Slim Non Fat Skim Milk Plain 1 kg;2101000195(5);Tropicana Slim Non Fat Skim Milk Plain 1 kg - FS;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Skim Original 1kg;;2101000195;;;;;;;;;;;;;;
2101150180;TS;Tropicana Slim Milk Skim Coffee 500gr;104500.0;125400;104500;0;T6;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Skim Coffee 500gr;;2101150180;;;;;;;;;;;;;;
2101151180;TS;Tropicana Slim Milk Skim Chocolate 500gr;104500.0;125400;104500;0;T7;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Skim Chocolate 500gr;;2101151180;;;;;;;;;;;;;;
2101200180;TS;Tropicana Slim Milk Skim Fiber Pro Plain 500gr;104500.0;125400;104500;0;T8;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Skim Fiber Pro Plain 500gr;;2101200180;;;;;;;;;;;;;;
2102000180;TS;Tropicana Slim Classic Refill 500gr;92400.0;106200;92400;0;T9;2102000180b2b;Tropicana Slim Classic Refill 500gr;;FS Tropicana Slim Classic Refill Gula [500 gr];;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Classic Refill 500gr;;2102000180;;;;;;;;;;;;;;
2102040225;TS;Tropicana Slim Gula Jawa 350ml;52800.0;63300;52800;0;T10;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Gula Jawa 350ml;;2102040225;;;;;;;;;;;;;;
2102500125;TS;Tropicana Slim Classic (50 sch);37400.0;42900;37400;0;T12;749921001016;Tropicana Slim Classic 50s;;Tropicana Slim Classic (50 Sch) - FS;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Classic (50 sch);;2102500125;;;;;;;;;;;;;;
2102500130;TS;Tropicana Slim Classic (100 sch);68200.0;81800;68200;0;T13;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Classic (100 sch);;2102500130;;;;;;;;;;;;;;
2102511120;TS;Tropicana Slim Lemon-C (25 sch);21450.0;25700;21450;0;T14;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Lemon-C;;;;;;;;;;;;;;;;
2102900125;TS;Tropicana Slim DIABTX (50 sch);39600.0;45500;39600;0;T16;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim DIABTX (50 sch);;2102900125;;;;;;;;;;;;;;
2102900130;TS;Tropicana Slim DIABTX (100 sch);71500.0;85700;71500;0;T17;;FS Tropicana Slim DIABTX Gula Diet [100 Sachet];;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim DIABTX (100 sch);;2102900130;;;;;;;;;;;;;;
2103300125;TS;Tropicana Slim Stevia (50 sch);44000.0;52800;44000;0;T18;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Stevia (50 sch);;2103300125;;;;;;;;;;;;;;
1101909019;NS;NutriSari American Sweet Orange 10 sachet;14300.0;17200;14300;0;N12;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;NutriSari;NutriSari ASO Gusset;;;;;;;;;;;;;;;;
2104010270;TS;Tropicana Slim Sirup Orange 750ml;28600.0;34300;28600;0;T20;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sirup Orange 750ml;;2104010270;;;;;;;;;;;;;;
2104030270;TS;Tropicana Slim Sirup Cocopandan 750ml;28600.0;34300;28600;0;T21;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sirup Cocopandan 750ml;;2104030270;;;;;;;;;;;;;;
2104031270;TS;Tropicana Slim Sirup Leci 750ml;28600.0;34300;28600;0;T22;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sirup Leci 750ml;;2104031270;;;;;;;;;;;;;;
2104153110;TS;Tropicana Slim Cafe Latte (10 sch);27500.0;31600;27500;0;T23;;Triple Pack: Tropicana Slim Cafe Latte (10 Sachet) - Sugar FREE;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Cafe Latte (10 sch);;2104153110;;;;;;;;;;;;;;
2104170104;TS;Tropicana Slim White Coffee;17600.0;21200;17600;0;T24;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim White Coffee (4 sch);;;;;;;;;;;;;;;;
2104228230;TS;Tropicana Slim Strawberry Jam 375gr;60500.0;72600;60500;0;T25;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Strawberry Jam 375gr;;2104228230;;;;;;;;;;;;;;
2104390210;TS;Tropicana Slim Kecap Manis 200ml;24750.0;29700;24750;0;T26;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Merah;Tropicana Slim Kecap Manis 200ml;;2104390210;;;;;;;;;;;;;;
2105084180;TS;Tropicana Slim Milk Low Fat Vanilla 500gr;58300.0;83500;58300;0;T28;21050841451;Tropicana Slim Susu Low Fat Vanilla 500gr;26676827;Tropicana Slim Susu Low Fat Vanilla 500gr;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Low Fat Vanilla 500gr;;2105084180;;;;;;;;;;;;;;
2105500225;TS;Tropicana Slim Madu 350ml;56100.0;67300;56100;0;T29;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Madu 350ml;;2105500225;;;;;;;;;;;;;;
2151051180;TS;Tropicana Slim High Fiber High Calcium Milk Chocolate 500gr;105600.0;126700;105600;0;T30;2151051180(5);Tropicana Slim High Fiber Calcium Milk Chocolate;2151051180(6);Tropicana Slim High Fiber Calcium Milk Chocolate;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim High Fiber High Calcium Milk Chocolate 500gr;;2151051180;;;;;;;;;;;;;;
2151084145;TS;Tropicana Slim High Fiber High Calcium Milk Vanilla 180gr;42900.0;51500;42900;0;T31;2151084145(2);Tropicana Slim High Fiber High Calcium Milk Vanilla;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim High Fiber High Calcium Milk Vanilla;;;;;;;;;;;;;;;;
2102800129;TS;Tropicana Slim Sucrastick 80 Sachet;53900.0;64700;53900;0;T33;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sucrastick;;;;;;;;;;;;;;;;
2104110110;TS;Tropicana Slim Sweet Orange Sugar Free 10sachet;18150.0;19800;18150;0;T34;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sweet Orange - Sugar Free Drink (10 Sch);;;;;;;;;;;;;;;;
2102501125;TS;Tropicana Slim Sweetener Honey 50 sachet;37400.0;42900;37400;0;T35;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Sweetener Honey (50 Sch);;;;;;;;;;;;;;;;
2101384106;TS;Tropicana Slim Goldenmil Vanilla (6 sch);26400.0;31600;26400;0;T36;749921020581;Tropicana Slim GoldenMil Vanilla Manuka Honey 180gr;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Goldemil Vanilla (6 Sch);;;;;;;;;;;;;;;;
2102300105;TS;Tropicana Slim Santan 5 sachet;11000.0;15000;11000;0;T37;749921020635;Tropicana Slim Santan 5s;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Merah;Tropicana Slim Santan (5 Sch);;;;;;;;;;;;;;;;
2101385106;TS;Tropicana Slim Goldenmil Vanilla Turmeric (6 sch);26400.0;31600;26400;0;T38;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Goldenmil Vanilla Turmeric (6 sch);;2101385106;;;;;;;;;;;;;;
2102200208;TS;Tropicana Slim Topping Kental Manis 150ml - SUGAR FREE;25300.0;27000;25300;0;T39;749921020543;Tropicana Slim Topping Kental Manis Sugar Free;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Topping Kental Manis 150ml - SUGAR FREE;;2102200208;;;;;;;;;;;;;;
2102200208;TS;Tropicana Slim Topping Kental Manis 150ml - SUGAR FREE;25300.0;27000;25300;0;T39;749921020543;Tropicana Slim Topping Kental Manis Sugar Free;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Topping Kental Manis 150ml - SUGAR FREE;;(B)2102200208;;;;;;;;;;;;;;
2102500120;TS;Tropicana Slim Classic (25 sch);20350.0;20300;19250;0;T11;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Classic 25s;;;;;;;;;;;;;;;;
2105084145;TS;TROPICANA SLIM LOW FAT MILK VANILLA 180G;24200.0;24200;24200;0;T27;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Biru;Tropicana Slim Milk Low Fat Vanilla 180gr;;;;;;;;;;;;;;;;
2102500320;TS;Tropicana Slim Classic Industrial (160 Sachet);60000.0;60000;x;0;x;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Classic Industrial (160 Sachet);;2102500320;;;;;;;;;;;;;;
2103300316;TS;Tropicana Slim Stevia Industrial (100 sachet);45000.0;60500;x;0;x;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim Stevia Industrial (100 sachet);;2103300316;;;;;;;;;;;;;;
2102900319;TS;Tropicana Slim DIABTX Industrial (150 sachet);82500.0;82500;x;0;x;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;Tropicana Slim Kuning;Tropicana Slim DIABTX Industrial (150 sachet);;2102900319;;;;;;;;;;;;;;
2201051116;WRP;WRP Meal Replacement Chocolate 6 sachets;99000.0;0;0;0;W1;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;
2201052106;WRP;WRP Meal Replacement Mocha Green Tea 6 sachets;99000.0;0;0;0;W2;;;;;;;;;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;
